date.yyyymmdd	Qsim	Qobs	Pobs	Psim	Temp	act.ET	pot.ET	snow	SM	rcharge	STZ	SUZ	SLZ	Q.K0	Q.K1	Q.K2
1960-01-01	0.153	0.146	0	NA	7.3	0.87	1.05	0	160.3	0	0	2.9	38.9	0	0.181	0.073
1960-01-02	0.148	0.146	0	0.04	6.5	0.84	1.01	0	159.5	0	0	2.7	38.9	0	0.17	0.073
1960-01-03	0.144	0.143	0	0.02	8.5	0.92	1.12	0	158.6	0	0	2.6	38.8	0	0.16	0.073
1960-01-04	0.14	0.154	0	-0.05	9	0.95	1.16	0	157.6	0	0	2.4	38.8	0	0.151	0.073
1960-01-05	0.136	0.148	0	0.05	9.1	0.95	1.17	0	156.7	0	0	2.3	38.8	0	0.142	0.073
1960-01-06	0.133	0.154	0.6	0.62	8.4	0.92	1.14	0	156.3	0.1	0	2.2	38.7	0	0.134	0.073
1960-01-07	0.13	0.154	0	-0.07	6.2	0.83	1.03	0	155.4	0	0	2.1	38.7	0	0.128	0.073
1960-01-08	0.128	0.148	0.9	0.92	6	0.82	1.02	0	155.4	0.1	0	2.1	38.6	0	0.123	0.073
1960-01-09	0.129	0.146	8.6	8.61	5.2	0.81	0.99	0	161.8	1.4	0	2.9	38.6	0	0.126	0.073
1960-01-10	0.139	0.133	6.2	6.2	2.1	0.7	0.83	0	166.2	1.1	0	3.5	38.6	0	0.15	0.073
1960-01-11	0.153	0.139	3.8	1.86	-3.3	0.46	0.54	1.9	165.7	0	0	3.3	38.6	0	0.181	0.073
1960-01-12	0.159	0.143	0.8	0.4	-1.5	0	0.64	2.3	165.7	0	0	3.1	38.6	0	0.193	0.073
1960-01-13	0.157	0.194	0.9	0.9	1.9	0	0.83	0	168.3	0.6	0	3.3	38.6	0	0.19	0.073
1960-01-14	0.157	0.193	1.1	0.52	-0.3	0.62	0.71	0.5	167.7	0	0	3.2	38.6	0	0.188	0.073
1960-01-15	0.156	0.194	0.4	0.2	-1.8	0	0.64	0.7	167.7	0	0	3	38.6	0	0.186	0.073
1960-01-16	0.152	0.186	0.3	0.2	-1.8	0	0.64	0.9	167.7	0	0	2.8	38.6	0	0.178	0.073
1960-01-17	0.148	0.172	1.1	0.5	-0.2	0	0.74	1.4	167.7	0	0	2.7	38.6	0	0.167	0.073
1960-01-18	0.145	0.164	2.2	2.2	1	0	0.82	0	170.6	0.7	0	3	38.6	0	0.161	0.073
1960-01-19	0.146	0.167	0.5	0.5	4.2	0.9	1.02	0	170.1	0.1	0	2.9	38.6	0	0.164	0.073
1960-01-20	0.148	0.172	0.1	0.11	6.1	1.01	1.15	0	169.2	0	0	2.7	38.6	0	0.166	0.073
1960-01-21	0.146	0.186	0.1	0.09	5.5	0.99	1.14	0	168.3	0	0	2.6	38.6	0	0.162	0.073
1960-01-22	0.142	0.19	0.2	0.11	5.7	1.01	1.17	0	167.4	0	0	2.5	38.6	0	0.153	0.073
1960-01-23	0.14	0.186	4.2	4.14	7.6	1.14	1.31	0	169.6	0.8	0	2.9	38.6	0	0.149	0.073
1960-01-24	0.146	0.186	6.8	6.73	8.6	1.23	1.39	0	173.8	1.3	0	3.6	38.6	0	0.161	0.073
1960-01-25	0.164	0.18	12.8	12.85	7.7	1.25	1.36	0	182.6	2.8	0	5.3	38.7	0	0.201	0.073
1960-01-26	0.198	0.183	12.2	12.13	7.9	1.33	1.39	0	190.4	3	0	6.9	38.9	0	0.277	0.073
1960-01-27	0.239	0.215	3	3.04	7.5	1.34	1.38	0	191.3	0.8	0	7	39	0	0.366	0.073
1960-01-28	0.264	2.296	0.6	0.59	6.5	1.29	1.33	0	190.4	0.2	0	6.7	39.1	0	0.42	0.073
1960-01-29	0.266	0.697	0.1	0.14	5.6	1.24	1.29	0	189.3	0	0	6.4	39.2	0	0.423	0.074
1960-01-30	0.258	0.558	0	-0.04	4.3	1.16	1.21	0	188.1	0	0	6	39.3	0	0.404	0.074
1960-01-31	0.248	0.459	0	0	4.7	1.2	1.26	0	186.9	0	0	5.7	39.4	0	0.38	0.074
1960-02-01	0.237	0.459	0	0	4.6	1.2	1.27	0	185.7	0	0	5.3	39.5	0	0.356	0.074
1960-02-02	0.228	0.345	0	0.02	4.6	1.22	1.28	0	184.5	0	0	5	39.5	0	0.334	0.074
1960-02-03	0.219	0.319	0.7	0.74	6.1	1.34	1.42	0	183.7	0.2	0	4.8	39.6	0	0.314	0.074
1960-02-04	0.215	0.319	4.6	4.57	6.3	1.37	1.45	0	185.8	1.1	0	5.3	39.8	0	0.304	0.075
1960-02-05	0.22	0.316	6	5.97	5.9	1.37	1.44	0	189	1.4	0	6	39.9	0	0.314	0.075
1960-02-06	0.233	0.315	1.8	1.79	5.9	1.39	1.45	0	189	0.4	0	5.9	40.1	0	0.34	0.075
1960-02-07	0.241	0.327	0.6	0.65	2.7	1.15	1.21	0	188.3	0.2	0	5.7	40.2	0	0.357	0.075
1960-02-08	0.24	0.335	2	2.03	1	1.03	1.08	0	188.8	0.5	0	5.7	40.3	0	0.354	0.076
1960-02-09	0.239	0.419	3.9	3.86	1.2	1.06	1.11	0	190.6	1	0	6	40.4	0	0.351	0.076
1960-02-10	0.246	0.385	6.4	6.42	2.9	1.22	1.27	0	194.2	1.6	0	6.7	40.5	0	0.363	0.076
1960-02-11	0.259	0.419	2.6	2.55	4.3	1.35	1.4	0	194.7	0.7	0	6.8	40.5	0	0.391	0.076
1960-02-12	0.273	0.605	6.3	6.31	4.8	1.41	1.46	0	197.9	1.7	0	7.5	40.7	0	0.42	0.076
1960-02-13	0.291	0.617	9	9.01	5.8	1.51	1.56	0	202.8	2.6	0	8.8	40.8	0	0.458	0.076
1960-02-14	0.319	0.558	6.5	6.39	6.4	1.59	1.63	0	205.7	1.9	0	9.6	41	0	0.517	0.077
1960-02-15	0.349	0.697	4.2	4.14	7.8	1.74	1.79	0	206.8	1.3	0	9.8	41.2	0	0.577	0.077
1960-02-16	0.369	0.774	4.9	4.94	10.8	2.04	2.1	0	208.2	1.5	0	10.3	41.4	0	0.618	0.077
1960-02-17	0.386	2.086	8.1	7.95	11.6	2.15	2.21	0	211.4	2.6	0	11.4	41.7	0	0.653	0.078
1960-02-18	0.414	2.086	9	8.97	10.3	2.07	2.12	0	215.3	3	0	12.7	42.1	0	0.708	0.078
1960-02-19	0.449	2.425	4.8	4.86	7.8	1.86	1.9	0	216.6	1.7	0	13	42.4	0	0.779	0.079
1960-02-20	0.482	2.689	8.8	8.79	6.8	1.79	1.83	0	220.5	3.1	0	14.3	42.8	0	0.844	0.08
1960-02-21	0.515	2.086	8.3	8.29	7.5	1.89	1.92	0	223.8	3.1	0	15.5	43.2	0	0.91	0.08
1960-02-22	0.548	2.425	1.7	1.55	6.9	1.85	1.89	0	222.9	0.6	0	15	43.6	0	0.974	0.081
1960-02-23	0.56	2.086	0.4	0.34	7.6	1.94	1.99	0	221.2	0.1	0	14.1	44	0	0.993	0.082
1960-02-24	0.544	2.601	0	-0.01	9.7	2.19	2.24	0	219	0	0	13.3	44.4	0	0.957	0.083
1960-02-25	0.518	2.425	0	0.04	10.9	2.34	2.41	0	216.7	0	0	12.4	44.7	0	0.899	0.083
1960-02-26	0.492	2.086	0	-0.07	10.6	2.33	2.4	0	214.3	0	0	11.7	45.1	0	0.84	0.084
1960-02-27	0.466	1.983	0	0.05	12.4	2.55	2.64	0	211.8	0	0	11	45.3	0	0.785	0.085
1960-02-28	0.443	0.995	0	0.01	15.4	2.91	3.03	0	208.9	0	0	10.3	45.6	0	0.733	0.085
1960-02-29	0.421	0.995	0	-0.04	13.3	2.66	2.78	0	206.2	0	0	9.7	45.8	0	0.685	0.086
1960-03-01	0.4	0.944	0	-0.07	11.1	2.43	2.55	0	203.7	0	0	9.1	46	0	0.641	0.086
1960-03-02	0.381	0.893	0	0.07	11.3	2.47	2.6	0	201.3	0	0	8.6	46.1	0	0.599	0.086
1960-03-03	0.363	0.872	0	-0.06	10.9	2.44	2.58	0	198.8	0	0	8.1	46.2	0	0.56	0.087
1960-03-04	0.346	0.784	0	0	12.1	2.6	2.76	0	196.2	0	0	7.6	46.3	0	0.524	0.087
1960-03-05	0.33	0.784	0.3	0.32	13	2.72	2.91	0	193.7	0.1	0	7.2	46.3	0	0.491	0.087
1960-03-06	0.317	0.652	1.2	1.25	11.4	2.55	2.73	0	192.1	0.3	0	7	46.3	0	0.463	0.087
1960-03-07	0.311	0.629	6.7	6.67	9.8	2.37	2.54	0	194.8	1.6	0	7.6	46.3	0	0.449	0.087
1960-03-08	0.316	0.617	5.3	5.26	10.2	2.46	2.62	0	196.3	1.3	0	8	46.3	0	0.461	0.087
1960-03-09	0.33	0.652	4	4.03	9	2.33	2.48	0	197	1	0	8.2	46.3	0	0.489	0.087
1960-03-10	0.34	0.67	3.5	3.53	7.3	2.13	2.27	0	197.5	0.9	0	8.3	46.3	0	0.51	0.087
1960-03-11	0.348	0.995	5.7	5.75	7.3	2.15	2.28	0	199.6	1.5	0	8.8	46.3	0	0.526	0.087
1960-03-12	0.358	0.697	5.1	5	8.3	2.3	2.44	0	201	1.3	0	9.2	46.4	0	0.546	0.087
1960-03-13	0.371	0.697	5.3	5.27	7.9	2.27	2.4	0	202.6	1.4	0	9.6	46.5	0	0.572	0.087
1960-03-14	0.382	0.793	1.9	1.88	8.6	2.38	2.52	0	201.6	0.5	0	9.4	46.6	0	0.594	0.088
1960-03-15	0.384	1.431	0.5	0.48	7.8	2.28	2.42	0	199.7	0.1	0	8.9	46.7	0	0.597	0.088
1960-03-16	0.375	1.539	0.2	0.09	7.9	2.29	2.44	0	197.5	0	0	8.4	46.8	0	0.578	0.088
1960-03-17	0.36	0.995	0	0.02	9.5	2.52	2.69	0	195	0	0	7.9	46.8	0	0.546	0.088
1960-03-18	0.344	0.793	0	0	12.2	2.9	3.12	0	192.1	0	0	7.4	46.9	0	0.513	0.088
1960-03-19	0.329	0.617	0	-0.08	13.8	3.12	3.39	0	188.9	0	0	7	47	0	0.48	0.088
1960-03-20	0.314	0.586	0.4	0.39	14.4	3.19	3.51	0	186	0.1	0	6.7	47.1	0	0.45	0.088
1960-03-21	0.302	0.586	0.3	0.42	13.2	3.02	3.34	0	183.3	0.1	0	6.3	47.1	0	0.424	0.089
1960-03-22	0.291	0.697	1	1.04	9.9	2.54	2.84	0	181.6	0.2	0	6.1	47.2	0	0.401	0.089
1960-03-23	0.284	0.558	4.7	4.64	10.5	2.64	2.95	0	182.7	0.9	0	6.3	47.3	0	0.386	0.089
1960-03-24	0.284	0.505	5.8	5.76	11.1	2.76	3.07	0	184.5	1.2	0	6.7	47.3	0	0.388	0.089
1960-03-25	0.293	0.558	5.4	5.39	9.1	2.49	2.76	0	186.3	1.1	0	7.1	47.4	0	0.406	0.089
1960-03-26	0.307	0.617	9	8.95	8.6	2.45	2.69	0	190.9	1.9	0	8	47.5	0	0.434	0.089
1960-03-27	0.324	0.697	3.3	3.22	8.2	2.42	2.63	0	191	0.7	0	8	47.6	0	0.47	0.089
1960-03-28	0.335	0.842	1.6	1.66	8.4	2.46	2.68	0	189.8	0.4	0	7.8	47.6	0	0.493	0.09
1960-03-29	0.334	0.995	0.4	0.35	7.1	2.25	2.47	0	187.8	0.1	0	7.4	47.7	0	0.491	0.09
1960-03-30	0.325	0.893	0.1	0.07	7.9	2.37	2.62	0	185.5	0	0	6.9	47.7	0	0.471	0.09
1960-03-31	0.312	0.745	0	0.01	7.6	2.31	2.57	0	183.2	0	0	6.5	47.7	0	0.445	0.09
1960-04-01	0.301	0.617	2.6	2.54	7.8	2.34	2.62	0	182.9	0.5	0	6.5	47.7	0	0.42	0.09
1960-04-02	0.295	0.586	5.1	5.06	10.3	2.76	3.08	0	184.2	1	0	6.8	47.8	0	0.408	0.09
1960-04-03	0.296	0.558	1.1	1.04	10.1	2.74	3.05	0	182.3	0.2	0	6.5	47.8	0	0.41	0.09
1960-04-04	0.295	0.505	0.4	0.37	11	2.87	3.23	0	179.7	0.1	0	6.2	47.9	0	0.408	0.09
1960-04-05	0.287	0.586	0.2	0.18	13.6	3.28	3.73	0	176.6	0	0	5.9	47.9	0	0.392	0.09
1960-04-06	0.277	0.605	0	-0.06	14.7	3.44	3.95	0	173.1	0	0	5.5	48	0	0.371	0.09
1960-04-07	0.266	0.558	0	0.03	13.5	3.23	3.74	0	169.9	0	0	5.2	48	0	0.348	0.09
1960-04-08	0.256	0.496	0	0	15.3	3.5	4.1	0	166.4	0	0	4.9	48	0	0.327	0.09
1960-04-09	0.246	0.481	0	0.01	15.6	3.51	4.18	0	162.9	0	0	4.6	48	0	0.307	0.09
1960-04-10	0.237	0.459	0	-0.05	16.2	3.55	4.32	0	159.3	0	0	4.4	47.9	0	0.288	0.09
1960-04-11	0.228	0.459	0	-0.06	15.9	3.44	4.28	0	155.8	0	0	4.1	47.8	0	0.27	0.09
1960-04-12	0.22	0.459	0	0.01	11.6	2.71	3.45	0	153.1	0	0	3.9	47.8	0	0.254	0.09
1960-04-13	0.212	0.426	0	0.01	11.8	2.71	3.51	0	150.4	0	0	3.7	47.7	0	0.239	0.09
1960-04-14	0.205	0.401	0	-0.08	13.5	2.92	3.86	0	147.4	0	0	3.5	47.6	0	0.224	0.09
1960-04-15	0.198	0.378	0	0.05	13.3	2.85	3.84	0	144.6	0	0	3.3	47.5	0	0.211	0.09
1960-04-16	0.192	0.373	0	-0.07	12.8	2.73	3.75	0	141.8	0	0	3.1	47.4	0	0.198	0.09
1960-04-17	0.186	0.357	0	0.04	10.5	2.34	3.28	0	139.5	0	0	2.9	47.3	0	0.186	0.089
1960-04-18	0.18	0.352	0	0.01	8.5	2.01	2.87	0	137.5	0	0	2.8	47.2	0	0.175	0.089
1960-04-19	0.175	0.345	1.2	1.18	9.1	2.08	3	0	136.5	0.1	0	2.7	47.1	0	0.166	0.089
1960-04-20	0.171	0.341	1	0.97	9.8	2.17	3.15	0	135.2	0.1	0	2.6	47	0	0.158	0.089
1960-04-21	0.167	0.334	0.6	0.65	10.5	2.25	3.3	0	133.6	0	0	2.5	46.9	0	0.152	0.089
1960-04-22	0.164	0.332	0.3	0.2	11.7	2.4	3.57	0	131.4	0	0	2.4	46.8	0	0.145	0.089
1960-04-23	0.16	0.324	0.1	0.13	12.2	2.43	3.68	0	129.1	0	0	2.3	46.7	0	0.138	0.088
1960-04-24	0.156	0.323	0	0.02	13.8	2.62	4.04	0	126.5	0	0	2.1	46.6	0	0.131	0.088
1960-04-25	0.152	0.319	0	0	14	2.6	4.1	0	123.9	0	0	2	46.5	0	0.124	0.088
1960-04-26	0.149	0.318	0.4	0.28	14.9	2.68	4.31	0	121.5	0	0	1.9	46.4	0	0.117	0.088
1960-04-27	0.145	0.316	0.7	0.69	14.5	2.59	4.23	0	119.6	0	0	1.9	46.3	0	0.111	0.088
1960-04-28	0.143	0.315	0.7	0.68	12.6	2.28	3.8	0	118	0	0	1.8	46.2	0	0.105	0.087
1960-04-29	0.14	0.315	2.4	2.4	12.1	2.2	3.68	0	118.1	0.1	0	1.8	46.1	0	0.101	0.087
1960-04-30	0.139	0.308	4.9	4.96	13	2.36	3.9	0	120.4	0.3	0	1.9	46.1	0	0.1	0.087
1960-05-01	0.139	0.298	2.7	2.75	10	1.95	3.18	0	121	0.2	0	1.9	46	0	0.101	0.087
1960-05-02	0.139	0.298	0.6	0.63	9.9	1.93	3.16	0	119.7	0	0	1.8	45.9	0	0.102	0.087
1960-05-03	0.138	0.288	0	-0.1	12	2.2	3.66	0	117.4	0	0	1.7	45.8	0	0.1	0.087
1960-05-04	0.136	0.288	0	0.08	13.5	2.38	4.03	0	115.1	0	0	1.6	45.7	0	0.096	0.086
1960-05-05	0.133	0.27	0	-0.01	15.3	2.59	4.47	0	112.5	0	0	1.5	45.6	0	0.091	0.086
1960-05-06	0.13	0.268	0	-0.04	15.5	2.56	4.53	0	109.9	0	0	1.4	45.5	0	0.086	0.086
1960-05-07	0.128	0.217	0.1	0.01	16.3	2.61	4.73	0	107.3	0	0	1.4	45.4	0	0.081	0.086
1960-05-08	0.125	0.26	0	0.03	18.3	2.83	5.25	0	104.5	0	0	1.3	45.3	0	0.076	0.086
1960-05-09	0.123	0.25	0	0	20.1	3	5.72	0	101.5	0	0	1.2	45.2	0	0.072	0.086
1960-05-10	0.121	0.246	0	0.03	18.7	2.73	5.37	0	98.8	0	0	1.2	45.1	0	0.068	0.085
1960-05-11	0.119	0.246	0.2	0.12	16	2.32	4.67	0	96.6	0	0	1.1	45	0	0.064	0.085
1960-05-12	0.117	0.239	0	-0.02	16.1	2.28	4.7	0	94.3	0	0	1.1	44.9	0	0.061	0.085
1960-05-13	0.115	0.237	1.6	1.58	17.2	2.38	5	0	93.5	0	0	1	44.8	0	0.058	0.085
1960-05-14	0.114	0.232	2.8	2.72	17.5	2.42	5.08	0	93.7	0.1	0	1	44.7	0	0.056	0.085
1960-05-15	0.113	0.229	4.1	4.08	15.5	2.18	4.55	0	95.5	0.1	0	1.1	44.7	0	0.055	0.084
1960-05-16	0.113	0.235	4.7	4.58	15.8	2.28	4.63	0	97.7	0.1	0	1.1	44.6	0	0.056	0.084
1960-05-17	0.113	0.237	2.8	2.86	14	2.06	4.13	0	98.4	0.1	0	1.1	44.5	0	0.057	0.084
1960-05-18	0.114	0.232	1.5	1.42	12.3	1.82	3.65	0	98	0	0	1.1	44.4	0	0.058	0.084
1960-05-19	0.113	0.237	0.1	0.07	12.1	1.77	3.58	0	96.3	0	0	1	44.3	0	0.058	0.084
1960-05-20	0.112	0.239	0	-0.01	14.8	2.09	4.32	0	94.2	0	0	1	44.2	0	0.056	0.084
1960-05-21	0.11	0.232	0	-0.03	16.5	2.27	4.79	0	91.9	0	0	0.9	44.1	0	0.053	0.083
1960-05-22	0.109	0.22	0	-0.08	18.1	2.42	5.24	0	89.4	0	0	0.9	44	0	0.05	0.083
1960-05-23	0.107	0.198	0	-0.01	19.9	2.59	5.76	0	86.8	0	0	0.8	43.9	0	0.048	0.083
1960-05-24	0.106	0.194	0	0.03	21.6	2.73	6.26	0	84.1	0	0	0.8	43.8	0	0.045	0.083
1960-05-25	0.104	0.19	0.9	0.82	22.9	2.82	6.65	0	82.1	0	0	0.8	43.7	0	0.043	0.083
1960-05-26	0.103	0.186	4.2	4.14	23.9	2.94	6.95	0	83.2	0.1	0	0.8	43.6	0	0.041	0.082
1960-05-27	0.103	0.181	1.2	1.19	24.3	2.99	7.08	0	81.4	0	0	0.8	43.5	0	0.041	0.082
1960-05-28	0.102	0.186	2.3	2.19	23.1	2.79	6.72	0	80.8	0	0	0.8	43.4	0	0.04	0.082
1960-05-29	0.102	0.186	2.8	2.87	23	2.77	6.69	0	80.8	0.1	0	0.8	43.3	0	0.04	0.082
1960-05-30	0.102	0.186	9.2	9.12	24	3.02	7	0	86.7	0.2	0	0.9	43.3	0	0.04	0.082
1960-05-31	0.103	0.183	6.4	6.46	21	2.76	6.05	0	90.2	0.2	0	1	43.2	0	0.044	0.082
1960-06-01	0.104	0.209	1.1	1.09	19	2.49	5.4	0	88.8	0	0	0.9	43.1	0	0.048	0.081
1960-06-02	0.105	0.198	1.2	1.19	19.3	2.49	5.48	0	87.5	0	0	0.9	43	0	0.049	0.081
1960-06-03	0.104	0.193	1.5	1.45	18.6	2.35	5.24	0	86.6	0	0	0.9	42.9	0	0.049	0.081
1960-06-04	0.104	0.198	4.4	4.31	18.3	2.31	5.12	0	88.5	0.1	0	0.9	42.9	0	0.048	0.081
1960-06-05	0.104	0.19	9.5	9.48	18.7	2.48	5.23	0	95.2	0.3	0	1.1	42.8	0	0.05	0.081
1960-06-06	0.106	0.183	4.1	4.1	17	2.3	4.63	0	96.8	0.2	0	1.2	42.8	0	0.055	0.081
1960-06-07	0.108	0.18	1.8	1.86	16.8	2.26	4.54	0	96.3	0.1	0	1.2	42.7	0	0.06	0.081
1960-06-08	0.108	0.186	0.8	0.74	16.9	2.24	4.54	0	94.8	0	0	1.1	42.6	0	0.062	0.081
1960-06-09	0.108	0.183	0.2	0.16	18.6	2.46	5.09	0	92.5	0	0	1.1	42.5	0	0.061	0.08
1960-06-10	0.107	0.18	4.3	4.28	21.8	2.98	6.18	0	93.6	0.2	0	1.1	42.5	0	0.059	0.08
1960-06-11	0.108	0.193	12.7	12.69	23.8	3.49	6.86	0	102.2	0.6	0	1.4	42.5	0	0.062	0.08
1960-06-12	0.111	0.19	6	5.96	23.2	3.56	6.63	0	104.3	0.3	0	1.6	42.4	0	0.071	0.08
1960-06-13	0.115	0.198	3	3.01	21.8	3.31	6.11	0	103.8	0.2	0	1.6	42.4	0	0.081	0.08
1960-06-14	0.117	0.19	0	0.06	21.4	3.16	5.94	0	100.7	0	0	1.5	42.3	0	0.086	0.08
1960-06-15	0.117	0.35	0	-0.06	21.4	3.04	5.92	0	97.6	0	0	1.4	42.2	0	0.085	0.08
1960-06-16	0.115	0.27	0	-0.01	22.2	3.09	6.19	0	94.5	0	0	1.4	42.2	0	0.081	0.08
1960-06-17	0.113	0.263	0	0.06	22.1	2.96	6.13	0	91.6	0	0	1.3	42.1	0	0.077	0.08
1960-06-18	0.111	0.215	0	-0.01	22.9	2.99	6.41	0	88.6	0	0	1.2	42	0	0.072	0.079
1960-06-19	0.109	0.193	0	-0.07	23.8	3.03	6.72	0	85.5	0	0	1.2	41.9	0	0.068	0.079
1960-06-20	0.107	0.19	0	0.04	25.8	3.24	7.44	0	82.3	0	0	1.1	41.8	0	0.065	0.079
1960-06-21	0.106	0.172	0	-0.1	27.7	3.4	8.12	0	78.8	0	0	1.1	41.7	0	0.061	0.079
1960-06-22	0.104	0.17	0	0.05	28.4	3.35	8.36	0	75.5	0	0	1	41.6	0	0.058	0.079
1960-06-23	0.103	0.161	0.4	0.29	26.9	2.99	7.8	0	72.8	0	0	1	41.5	0	0.055	0.079
1960-06-24	0.101	0.151	0	0.01	25.7	2.71	7.33	0	70.1	0	0	0.9	41.4	0	0.052	0.078
1960-06-25	0.1	0.143	0.2	0.1	23.4	2.3	6.46	0	67.9	0	0	0.9	41.3	0	0.049	0.078
1960-06-26	0.099	0.136	1.7	1.7	22.3	2.1	6.03	0	67.5	0	0	0.8	41.2	0	0.047	0.078
1960-06-27	0.098	0.128	2.5	2.51	23.2	2.21	6.35	0	67.8	0	0	0.8	41.1	0	0.045	0.078
1960-06-28	0.097	0.12	1.9	1.76	23.6	2.26	6.48	0	67.3	0	0	0.8	41	0	0.044	0.078
1960-06-29	0.096	0.12	1.5	1.54	22.9	2.14	6.2	0	66.7	0	0	0.8	40.9	0	0.042	0.077
1960-06-30	0.095	0.112	0.3	0.24	22.5	2.04	6.03	0	64.9	0	0	0.7	40.8	0	0.041	0.077
1960-07-01	0.095	0.12	0.1	-0.01	21.8	1.89	5.75	0	63	0	0	0.7	40.7	0	0.039	0.077
1960-07-02	0.094	0.123	0	0.08	21.4	1.78	5.57	0	61.3	0	0	0.7	40.6	0	0.038	0.077
1960-07-03	0.092	0.117	0	-0.09	20.4	1.61	5.17	0	59.6	0	0	0.6	40.5	0	0.036	0.077
1960-07-04	0.091	0.114	0	0.07	21.4	1.67	5.53	0	58	0	0	0.6	40.4	0	0.034	0.076
1960-07-05	0.091	0.109	0	-0.07	23.3	1.83	6.23	0	56.1	0	0	0.6	40.3	0	0.032	0.076
1960-07-06	0.09	0.114	0	-0.02	25.3	1.98	6.97	0	54.1	0	0	0.6	40.2	0	0.03	0.076
1960-07-07	0.089	0.105	0	0.02	24.5	1.82	6.65	0	52.3	0	0	0.5	40.1	0	0.029	0.076
1960-07-08	0.088	0.098	0	0.01	22.1	1.51	5.71	0	50.8	0	0	0.5	40	0	0.027	0.076
1960-07-09	0.087	0.088	0	0.01	22.6	1.51	5.88	0	49.3	0	0	0.5	39.9	0	0.026	0.075
1960-07-10	0.086	0.084	0	0	24.1	1.6	6.44	0	47.7	0	0	0.5	39.8	0	0.025	0.075
1960-07-11	0.086	0.068	0	-0.06	25.2	1.64	6.84	0	46	0	0	0.4	39.6	0	0.023	0.075
1960-07-12	0.085	0.058	0	-0.01	24.2	1.49	6.43	0	44.5	0	0	0.4	39.5	0	0.022	0.075
1960-07-13	0.084	0.062	0	0.02	26.3	1.62	7.22	0	42.9	0	0	0.4	39.4	0	0.021	0.075
1960-07-14	0.083	0.055	0.1	-0.01	25.5	1.49	6.9	0	41.4	0	0	0.4	39.3	0	0.02	0.074
1960-07-15	0.083	0.06	1	1.04	24.1	1.34	6.33	0	41.1	0	0	0.4	39.2	0	0.019	0.074
1960-07-16	0.082	0.053	0	0.03	24.3	1.33	6.41	0	39.8	0	0	0.3	39.1	0	0.018	0.074
1960-07-17	0.082	0.057	0	0.05	25.2	1.35	6.75	0	38.5	0	0	0.3	39	0	0.017	0.074
1960-07-18	0.081	0.053	0	-0.02	26.3	1.38	7.16	0	37.1	0	0	0.3	38.9	0	0.016	0.074
1960-07-19	0.081	0.046	0.3	0.28	26.9	1.38	7.37	0	36	0	0	0.3	38.8	0	0.016	0.073
1960-07-20	0.08	0.051	0	-0.06	25.6	1.24	6.86	0	34.7	0	0	0.3	38.6	0	0.015	0.073
1960-07-21	0.079	0.05	0	0	25.7	1.2	6.88	0	33.5	0	0	0.3	38.5	0	0.014	0.073
1960-07-22	0.079	0.046	0	0.08	26.1	1.18	7.02	0	32.4	0	0	0.3	38.4	0	0.013	0.073
1960-07-23	0.078	0.046	0.3	0.21	25.6	1.11	6.81	0	31.5	0	0	0.3	38.3	0	0.013	0.073
1960-07-24	0.078	0.04	0.3	0.31	26.2	1.11	7.02	0	30.7	0	0	0.2	38.2	0	0.012	0.072
1960-07-25	0.078	0.031	1.3	1.19	27.7	1.19	7.57	0	30.7	0	0	0.2	38.1	0	0.012	0.072
1960-07-26	0.077	0.034	1.2	1.22	28.2	1.22	7.74	0	30.7	0	0	0.2	38	0	0.011	0.072
1960-07-27	0.077	0.046	1.2	1.23	28.5	1.23	7.83	0	30.7	0	0	0.2	37.9	0	0.011	0.072
1960-07-28	0.076	0.037	1.6	1.61	28	1.21	7.62	0	31.1	0	0	0.2	37.8	0	0.01	0.072
1960-07-29	0.076	0.028	1.1	1.08	25.7	1.08	6.76	0	31.1	0	0	0.2	37.7	0	0.01	0.071
1960-07-30	0.075	0.023	0.2	0.16	23.9	0.96	6.08	0	30.3	0	0	0.2	37.6	0	0.009	0.071
1960-07-31	0.075	0.023	0	0.06	22.7	0.86	5.63	0	29.5	0	0	0.2	37.5	0	0.009	0.071
1960-08-01	0.075	0.026	0	0.02	22.4	0.82	5.51	0	28.7	0	0	0.2	37.4	0	0.009	0.071
1960-08-02	0.074	0.016	0	0	24.4	0.9	6.23	0	27.8	0	0	0.2	37.3	0	0.008	0.071
1960-08-03	0.074	0.016	0.1	0.01	25.2	0.91	6.5	0	26.9	0	0	0.2	37.2	0	0.008	0.07
1960-08-04	0.074	0.016	0	0.01	21.8	0.71	5.27	0	26.2	0	0	0.2	37.1	0	0.007	0.07
1960-08-05	0.073	0.016	0	0.02	20.2	0.62	4.68	0	25.6	0	0	0.1	37	0	0.007	0.07
1960-08-06	0.073	0.016	0	0.02	22.7	0.72	5.56	0	24.9	0	0	0.1	36.9	0	0.007	0.07
1960-08-07	0.073	0.011	0	-0.02	22.4	0.68	5.45	0	24.2	0	0	0.1	36.8	0	0.006	0.07
1960-08-08	0.072	0.011	0	0.01	21.3	0.61	5.05	0	23.6	0	0	0.1	36.7	0	0.006	0.069
1960-08-09	0.072	0.008	0.1	0.04	22.4	0.64	5.42	0	23	0	0	0.1	36.6	0	0.006	0.069
1960-08-10	0.072	0.008	0	0	24.3	0.7	6.07	0	22.3	0	0	0.1	36.5	0	0.006	0.069
1960-08-11	0.071	0.01	0	0.01	22.7	0.61	5.5	0	21.7	0	0	0.1	36.4	0	0.005	0.069
