date.yyyymmdd	Qsim	Qobs	Pobs	Psim	Temp	act.ET	pot.ET	snow	SM	rcharge	STZ	SUZ	SLZ	Q.K0	Q.K1	Q.K2
1982-11-23	0.073	0.012	0	0.01	8.7	0.91	1.25	0	140	0	0	2.6	3.5	0	0.163	0.007
1982-11-24	0.069	0.012	0	-0.01	8.5	0.89	1.23	0	139.1	0	0	2.5	3.5	0	0.153	0.007
1982-11-25	0.072	0.012	18.8	18.66	9.1	0.96	1.26	0	154.1	2.7	0	4.2	3.7	0	0.159	0.007
1982-11-26	0.089	0.013	4.6	4.64	5.9	0.84	1.04	0	157.1	0.8	0	4.4	3.8	0	0.2	0.007
1982-11-27	0.11	0.014	6.8	6.73	3.5	0.73	0.88	0	161.9	1.2	0	5	3.9	0	0.25	0.007
1982-11-28	0.124	0.075	0	0.04	5.6	0.84	1.01	0	161.1	0	0	4.7	4	0	0.281	0.007
1982-11-29	0.127	0.042	0.1	0.06	4.1	0.76	0.91	0	160.4	0	0	4.5	4.1	0	0.287	0.007
1982-11-30	0.123	0.05	0.6	0.55	2.1	0.65	0.78	0	160.2	0.1	0	4.3	4.2	0	0.276	0.008
1982-12-01	0.117	0.028	0.4	0.43	1.9	0.63	0.76	0	159.9	0.1	0	4.1	4.2	0	0.261	0.008
1982-12-02	0.112	0.021	0.3	0.34	2.2	0.64	0.78	0	159.5	0.1	0	3.9	4.3	0	0.248	0.008
1982-12-03	0.108	0.018	0	0.02	3.9	0.72	0.87	0	158.8	0	0	3.7	4.4	0	0.236	0.008
1982-12-04	0.103	0.017	0	-0.01	3.4	0.69	0.84	0	158.1	0	0	3.5	4.5	0	0.223	0.008
1982-12-05	0.097	0.016	0	0.02	4.3	0.72	0.88	0	157.4	0	0	3.3	4.5	0	0.21	0.008
1982-12-06	0.093	0.015	0.1	0.1	6.3	0.8	0.99	0	156.7	0	0	3.1	4.6	0	0.198	0.008
1982-12-07	0.088	0.014	0.5	0.45	7.7	0.85	1.05	0	156.2	0.1	0	3	4.7	0	0.186	0.009
1982-12-08	0.086	0.014	5.1	5.16	7.9	0.86	1.05	0	159.6	0.9	0	3.4	4.8	0	0.182	0.009
1982-12-09	0.089	0.014	0.4	0.47	8.2	0.87	1.06	0	159.1	0.1	0	3.3	4.9	0	0.187	0.009
1982-12-10	0.091	0.014	0.9	0.92	9.5	0.92	1.11	0	158.9	0.2	0	3.2	5	0	0.191	0.009
1982-12-11	0.09	0.014	0	-0.02	6.5	0.78	0.95	0	158.1	0	0	3	5	0	0.188	0.009
1982-12-12	0.088	0.014	3.1	3.08	6.8	0.78	0.95	0	159.9	0.5	0	3.2	5	0	0.182	0.009
1982-12-13	0.088	0.014	1.1	1.07	6.5	0.77	0.93	0	160	0.2	0	3.2	5.1	0	0.182	0.009
1982-12-14	0.089	0.014	0	0.06	4	0.66	0.79	0	159.4	0	0	3	5.1	0	0.182	0.01
1982-12-15	0.086	0.014	0	-0.05	4	0.65	0.79	0	158.7	0	0	2.8	5.1	0	0.177	0.01
1982-12-16	0.083	0.014	0.1	0.11	5.7	0.71	0.87	0	158.1	0	0	2.7	5.1	0	0.168	0.01
1982-12-17	0.079	0.014	2	2	5.3	0.7	0.85	0	159.1	0.3	0	2.8	5.2	0	0.16	0.01
1982-12-18	0.078	0.014	0	-0.07	3.3	0.63	0.76	0	158.4	0	0	2.6	5.2	0	0.156	0.01
1982-12-19	0.076	0.014	0	0	2.7	0.6	0.74	0	157.8	0	0	2.5	5.2	0	0.152	0.01
1982-12-20	0.076	0.014	5.5	5.45	3.7	0.65	0.79	0	161.7	0.9	0	3	5.3	0	0.15	0.01
1982-12-21	0.079	0.014	1.2	1.21	4.6	0.71	0.84	0	162	0.2	0	2.9	5.4	0	0.157	0.01
1982-12-22	0.083	0.014	0.5	0.41	2.2	0.61	0.73	0	161.7	0.1	0	2.8	5.4	0	0.166	0.01
1982-12-23	0.083	0.014	0.5	0.5	1.8	0.6	0.72	0	161.5	0.1	0	2.7	5.4	0	0.165	0.01
1982-12-24	0.08	0.014	0.2	0.07	3.4	0.67	0.8	0	160.9	0	0	2.6	5.5	0	0.159	0.01
1982-12-25	0.077	0.014	0	0.02	4.7	0.72	0.87	0	160.2	0	0	2.5	5.5	0	0.152	0.01
1982-12-26	0.074	0.014	0	0.04	5.1	0.74	0.9	0	159.5	0	0	2.3	5.5	0	0.144	0.01
1982-12-27	0.071	0.014	0	-0.05	5.4	0.75	0.92	0	158.7	0	0	2.2	5.5	0	0.136	0.01
1982-12-28	0.067	0.014	0	0.04	5.1	0.74	0.91	0	158	0	0	2.1	5.6	0	0.128	0.01
1982-12-29	0.064	0.014	0.2	0.2	4.1	0.7	0.86	0	157.5	0	0	2	5.6	0	0.121	0.01
1982-12-30	0.062	0.014	0	-0.02	3.5	0.68	0.84	0	156.8	0	0	1.9	5.6	0	0.114	0.01
1982-12-31	0.059	0.014	0.2	0.12	2.1	0.62	0.77	0	156.3	0	0	1.8	5.6	0	0.108	0.011
1983-01-01	0.057	0.014	0	0	1.5	0.6	0.75	0	155.7	0	0	1.7	5.6	0	0.103	0.011
1983-01-02	0.055	0.014	0	-0.01	1.3	0.59	0.74	0	155.1	0	0	1.6	5.6	0	0.098	0.011
1983-01-03	0.052	0.014	0	0.05	2.5	0.65	0.81	0	154.5	0	0	1.5	5.6	0	0.092	0.011
1983-01-04	0.05	0.014	0	-0.01	3.4	0.69	0.86	0	153.8	0	0	1.5	5.6	0	0.087	0.011
1983-01-05	0.048	0.013	0	0.04	4.6	0.74	0.93	0	153.1	0	0	1.4	5.6	0	0.082	0.011
1983-01-06	0.046	0.013	0	-0.07	4.4	0.73	0.93	0	152.3	0	0	1.3	5.6	0	0.078	0.011
1983-01-07	0.044	0.013	0.1	0.13	4.3	0.73	0.93	0	151.7	0	0	1.3	5.6	0	0.073	0.011
1983-01-08	0.042	0.013	0	-0.04	5.1	0.76	0.98	0	150.9	0	0	1.2	5.6	0	0.07	0.011
1983-01-09	0.041	0.013	0	-0.03	3	0.67	0.87	0	150.2	0	0	1.1	5.6	0	0.066	0.011
1983-01-10	0.039	0.013	0	0	3.7	0.7	0.91	0	149.5	0	0	1.1	5.6	0	0.062	0.011
1983-01-11	0.038	0.013	0	-0.04	2.6	0.66	0.86	0	148.8	0	0	1	5.5	0	0.059	0.01
1983-01-12	0.036	0.013	0	0.06	2.6	0.66	0.86	0	148.2	0	0	1	5.5	0	0.056	0.01
1983-01-13	0.035	0.013	0	0	3.4	0.7	0.91	0	147.5	0	0	0.9	5.5	0	0.053	0.01
1983-01-14	0.033	0.013	0	-0.05	4.7	0.75	0.99	0	146.7	0	0	0.9	5.5	0	0.05	0.01
1983-01-15	0.032	0.013	0	0.05	4.7	0.75	1	0	146	0	0	0.8	5.5	0	0.047	0.01
1983-01-16	0.031	0.013	0	0	5.9	0.8	1.06	0	145.2	0	0	0.8	5.5	0	0.045	0.01
1983-01-17	0.03	0.013	0	-0.06	6.6	0.84	1.12	0	144.3	0	0	0.8	5.4	0	0.042	0.01
1983-01-18	0.029	0.013	0	0.02	6	0.82	1.11	0	143.5	0	0	0.7	5.4	0	0.04	0.01
1983-01-19	0.028	0.013	0	0.01	5.6	0.81	1.1	0	142.7	0	0	0.7	5.4	0	0.038	0.01
1983-01-20	0.027	0.013	0	-0.05	3.9	0.75	1.02	0	141.9	0	0	0.6	5.4	0	0.036	0.01
1983-01-21	0.026	0.013	0	0.03	3.2	0.73	0.99	0	141.2	0	0	0.6	5.4	0	0.034	0.01
1983-01-22	0.025	0.012	0	-0.04	3.8	0.76	1.05	0	140.4	0	0	0.6	5.4	0	0.032	0.01
1983-01-23	0.025	0.013	0	0	4.4	0.8	1.1	0	139.6	0	0	0.6	5.3	0	0.031	0.01
1983-01-24	0.024	0.013	0	0.06	5.6	0.86	1.2	0	138.8	0	0	0.5	5.3	0	0.029	0.01
1983-01-25	0.023	0.013	0	-0.09	6.5	0.91	1.28	0	137.8	0	0	0.5	5.3	0	0.027	0.01
1983-01-26	0.022	0.012	0	0.09	8	0.99	1.4	0	136.9	0	0	0.5	5.3	0	0.026	0.01
1983-01-27	0.022	0.012	0	-0.01	7.9	0.99	1.41	0	135.9	0	0	0.5	5.3	0	0.025	0.01
1983-01-28	0.021	0.013	0	-0.09	8.2	1.01	1.45	0	134.8	0	0	0.4	5.3	0	0.023	0.01
1983-01-29	0.021	0.013	0	0.03	8.5	1.03	1.5	0	133.8	0	0	0.4	5.2	0	0.022	0.01
1983-01-30	0.02	0.013	0	-0.04	8.9	1.06	1.55	0	132.7	0	0	0.4	5.2	0	0.021	0.01
1983-01-31	0.019	0.013	0	0.05	8.5	1.05	1.54	0	131.7	0	0	0.4	5.2	0	0.02	0.01
1983-02-01	0.019	0.012	0	-0.06	8.2	1.04	1.54	0	130.6	0	0	0.4	5.2	0	0.019	0.01
1983-02-02	0.019	0.013	0	-0.01	7.1	0.99	1.47	0	129.6	0	0	0.3	5.2	0	0.018	0.01
1983-02-03	0.018	0.013	0	0.05	6.3	0.95	1.43	0	128.7	0	0	0.3	5.2	0	0.017	0.01
1983-02-04	0.018	0.013	0	-0.06	5.9	0.94	1.42	0	127.7	0	0	0.3	5.1	0	0.016	0.01
1983-02-05	0.017	0.013	0	0.01	7.2	1.01	1.54	0	126.7	0	0	0.3	5.1	0	0.015	0.01
1983-02-06	0.017	0.013	0	0.05	6	0.95	1.46	0	125.8	0	0	0.3	5.1	0	0.015	0.01
1983-02-07	0.016	0.013	0.1	0.03	3.7	0.83	1.29	0	125	0	0	0.3	5.1	0	0.014	0.01
1983-02-08	0.016	0.013	0.8	0.83	1.7	0.73	1.14	0	125	0.1	0	0.3	5.1	0	0.014	0.01
1983-02-09	0.016	0.013	0.1	0.12	-0.5	0.62	0.97	0.1	124.4	0	0	0.3	5.1	0	0.014	0.01
1983-02-10	0.016	0.013	0.1	0	-1.6	0	0.88	0.1	124.4	0	0	0.3	5.1	0	0.014	0.01
1983-02-11	0.016	0.013	1.2	0.6	-1.8	0	0.88	0.7	124.4	0	0	0.3	5.1	0	0.014	0.01
1983-02-12	0.016	0.013	2.1	1.1	-1.9	0	0.87	1.8	124.4	0	0	0.3	5	0	0.013	0.01
1983-02-13	0.016	0.013	0.2	0.1	-4	0	0.7	1.9	124.4	0	0	0.2	5	0	0.012	0.01
1983-02-14	0.015	0.013	1.2	0.6	-4.1	0	0.69	2.5	124.4	0	0	0.2	5	0	0.012	0.009
1983-02-15	0.015	0.013	1.1	0.5	-2.4	0	0.85	3	124.4	0	0	0.2	5	0	0.011	0.009
1983-02-16	0.015	0.013	0.1	0.1	-0.2	0	1.07	3.1	124.4	0	0	0.2	5	0	0.011	0.009
1983-02-17	0.014	0.013	0.1	0	0.2	0	1.12	2.7	124.8	0	0	0.2	5	0	0.01	0.009
1983-02-18	0.015	0.013	0	0.1	3.9	0	1.49	0	127.3	0.3	0	0.4	5	0	0.011	0.009
1983-02-19	0.016	0.013	0	0.02	5.9	1.12	1.71	0	126.2	0	0	0.4	5	0	0.014	0.009
1983-02-20	0.017	0.013	0	0.02	5.9	1.12	1.74	0	125.1	0	0	0.3	5	0	0.017	0.009
1983-02-21	0.017	0.013	0.1	0.04	7.6	1.24	1.93	0	123.9	0	0	0.3	5	0	0.017	0.009
1983-02-22	0.017	0.013	0.1	0.06	9.3	1.36	2.14	0	122.6	0	0	0.3	4.9	0	0.016	0.009
1983-02-23	0.016	0.013	0	-0.02	11.1	1.48	2.36	0	121.1	0	0	0.3	4.9	0	0.015	0.009
1983-02-24	0.016	0.013	0	0.07	10.9	1.47	2.37	0	119.7	0	0	0.3	4.9	0	0.015	0.009
1983-02-25	0.017	0.013	6.3	6.25	11.5	1.55	2.47	0	123.9	0.5	0	0.6	4.9	0	0.016	0.009
1983-02-26	0.019	0.013	0.1	0.04	10.9	1.54	2.44	0	122.4	0	0	0.6	4.9	0	0.022	0.009
1983-02-27	0.022	0.013	0	-0.02	8.6	1.38	2.2	0	121	0	0	0.5	4.9	0	0.028	0.009
1983-02-28	0.022	0.013	0	0.01	9.1	1.41	2.28	0	119.6	0	0	0.5	4.9	0	0.028	0.009
1983-03-01	0.021	0.013	0	0.06	9.7	1.46	2.38	0	118.2	0	0	0.5	4.9	0	0.027	0.009
1983-03-02	0.021	0.013	0	-0.04	11.1	1.56	2.58	0	116.6	0	0	0.5	4.9	0	0.025	0.009
1983-03-03	0.02	0.013	0	0	10.4	1.5	2.52	0	115.1	0	0	0.5	4.9	0	0.024	0.009
1983-03-04	0.02	0.013	0	0	10.5	1.5	2.56	0	113.6	0	0	0.4	4.9	0	0.023	0.009
1983-03-05	0.019	0.013	0	-0.01	10.4	1.49	2.57	0	112.1	0	0	0.4	4.9	0	0.022	0.009
1983-03-06	0.018	0.013	0	-0.02	9	1.38	2.42	0	110.7	0	0	0.4	4.8	0	0.021	0.009
1983-03-07	0.018	0.013	0	-0.05	8.7	1.35	2.4	0	109.3	0	0	0.4	4.8	0	0.02	0.009
1983-03-08	0.018	0.013	0	-0.02	10.4	1.48	2.65	0	107.8	0	0	0.4	4.8	0	0.019	0.009
1983-03-09	0.017	0.013	0	0.02	12.4	1.62	2.95	0	106.2	0	0	0.3	4.8	0	0.018	0.009
1983-03-10	0.017	0.013	0	0	12.2	1.6	2.95	0	104.6	0	0	0.3	4.8	0	0.017	0.009
1983-03-11	0.016	0.013	0	-0.04	11.9	1.56	2.93	0	103	0	0	0.3	4.8	0	0.016	0.009
1983-03-12	0.016	0.013	0	0	12.6	1.6	3.06	0	101.4	0	0	0.3	4.7	0	0.015	0.009
1983-03-13	0.016	0.013	0	-0.02	13.8	1.68	3.26	0	99.7	0	0	0.3	4.7	0	0.014	0.009
1983-03-14	0.015	0.013	0	0.05	13.5	1.65	3.24	0	98.1	0	0	0.3	4.7	0	0.014	0.009
1983-03-15	0.015	0.013	0	-0.07	9.5	1.33	2.67	0	96.7	0	0	0.3	4.7	0	0.013	0.009
1983-03-16	0.015	0.013	0	0.08	7.6	1.18	2.39	0	95.6	0	0	0.2	4.6	0	0.012	0.009
1983-03-17	0.014	0.013	0	-0.04	10.2	1.36	2.8	0	94.2	0	0	0.2	4.6	0	0.012	0.009
1983-03-18	0.014	0.012	0	-0.02	12	1.48	3.09	0	92.7	0	0	0.2	4.6	0	0.011	0.009
1983-03-19	0.014	0.012	0	-0.03	13.4	1.57	3.33	0	91.1	0	0	0.2	4.6	0	0.011	0.009
1983-03-20	0.013	0.012	0.7	0.7	14	1.6	3.45	0	90.2	0	0	0.2	4.5	0	0.01	0.009
1983-03-21	0.013	0.012	0.8	0.68	15.2	1.68	3.66	0	89.2	0	0	0.2	4.5	0	0.01	0.009
1983-03-22	0.013	0.012	2.1	2.16	14.8	1.66	3.62	0	89.6	0.1	0	0.3	4.5	0	0.011	0.009
1983-03-23	0.014	0.013	7.5	7.55	13.7	1.65	3.47	0	95.2	0.3	0	0.4	4.5	0	0.013	0.009
1983-03-24	0.016	0.013	2.9	2.86	11.7	1.56	3.17	0	96.4	0.1	0	0.5	4.5	0	0.017	0.008
1983-03-25	0.018	0.013	0	-0.07	6.3	1.13	2.3	0	95.2	0	0	0.5	4.5	0	0.021	0.009
1983-03-26	0.018	0.013	0	0.07	8.2	1.27	2.62	0	94	0	0	0.4	4.5	0	0.023	0.009
1983-03-27	0.019	0.013	4.5	4.51	8.4	1.31	2.67	0	97	0.2	0	0.5	4.5	0	0.023	0.009
1983-03-28	0.019	0.013	0.1	0.07	6.6	1.17	2.37	0	95.9	0	0	0.5	4.5	0	0.024	0.008
1983-03-29	0.02	0.013	0	-0.03	6.7	1.17	2.4	0	94.7	0	0	0.5	4.5	0	0.026	0.008
1983-03-30	0.019	0.013	0	0.05	6.6	1.15	2.39	0	93.6	0	0	0.5	4.5	0	0.025	0.008
1983-03-31	0.019	0.012	0.5	0.47	9.3	1.37	2.87	0	92.7	0	0	0.5	4.5	0	0.024	0.008
1983-04-01	0.018	0.013	0.8	0.72	8.7	1.32	2.78	0	92.1	0	0	0.5	4.5	0	0.023	0.008
1983-04-02	0.018	0.013	0	0.01	6.3	1.11	2.36	0	91	0	0	0.4	4.5	0	0.023	0.008
1983-04-03	0.018	0.013	0	-0.01	6.2	1.09	2.35	0	89.9	0	0	0.4	4.4	0	0.022	0.008
1983-04-04	0.017	0.014	0	-0.04	8.4	1.26	2.76	0	88.6	0	0	0.4	4.4	0	0.021	0.008
1983-04-05	0.017	0.014	0	-0.01	10.1	1.39	3.08	0	87.2	0	0	0.4	4.4	0	0.02	0.008
1983-04-06	0.017	0.013	0	-0.01	10.3	1.39	3.13	0	85.8	0	0	0.4	4.4	0	0.019	0.008
1983-04-07	0.016	0.013	0	0	10.7	1.4	3.22	0	84.4	0	0	0.3	4.4	0	0.018	0.008
1983-04-08	0.016	0.013	0	-0.05	12.7	1.55	3.61	0	82.8	0	0	0.3	4.4	0	0.017	0.008
1983-04-09	0.015	0.012	0	0	14.8	1.7	4.03	0	81.1	0	0	0.3	4.3	0	0.016	0.008
1983-04-10	0.015	0.012	0	0.06	15.9	1.76	4.26	0	79.4	0	0	0.3	4.3	0	0.015	0.008
1983-04-11	0.015	0.011	0	0	14.3	1.6	3.97	0	77.8	0	0	0.3	4.3	0	0.015	0.008
1983-04-12	0.014	0.011	0	-0.02	10.5	1.28	3.24	0	76.5	0	0	0.3	4.3	0	0.014	0.008
1983-04-13	0.014	0.011	0	0.01	11.2	1.31	3.39	0	75.2	0	0	0.3	4.2	0	0.013	0.008
1983-04-14	0.014	0.011	0	-0.09	12.7	1.41	3.7	0	73.7	0	0	0.2	4.2	0	0.013	0.008
1983-04-15	0.013	0.011	0	-0.01	14.1	1.49	4	0	72.2	0	0	0.2	4.2	0	0.012	0.008
1983-04-16	0.013	0.01	0.8	0.85	13.8	1.45	3.95	0	71.6	0	0	0.2	4.1	0	0.011	0.008
1983-04-17	0.013	0.01	2.1	2.06	13.8	1.46	3.97	0	72.2	0	0	0.2	4.1	0	0.011	0.008
1983-04-18	0.013	0.01	2.1	1.99	11.4	1.29	3.48	0	72.9	0	0	0.3	4.1	0	0.012	0.008
1983-04-19	0.013	0.01	0.8	0.75	9.6	1.15	3.1	0	72.5	0	0	0.3	4.1	0	0.012	0.008
1983-04-20	0.013	0.01	5	4.92	10.1	1.22	3.21	0	76.1	0.1	0	0.3	4.1	0	0.013	0.008
1983-04-21	0.014	0.01	0.3	0.31	8.5	1.11	2.87	0	75.3	0	0	0.3	4.1	0	0.014	0.008
1983-04-22	0.014	0.01	3.2	3.31	9.5	1.21	3.09	0	77.3	0.1	0	0.3	4.1	0	0.015	0.008
1983-04-23	0.014	0.01	1.8	1.74	8.5	1.14	2.87	0	77.9	0	0	0.4	4.1	0	0.016	0.008
1983-04-24	0.015	0.011	8.9	8.87	9.2	1.27	3.02	0	85.3	0.2	0	0.5	4.1	0	0.018	0.008
1983-04-25	0.017	0.012	6.3	6.32	8.8	1.32	2.93	0	90.1	0.2	0	0.6	4.1	0	0.022	0.008
1983-04-26	0.019	0.012	0.3	0.19	9.2	1.39	3.02	0	88.9	0	0	0.6	4.1	0	0.028	0.008
1983-04-27	0.02	0.012	0	0.03	9.8	1.43	3.15	0	87.5	0	0	0.6	4.1	0	0.03	0.008
1983-04-28	0.02	0.012	0	-0.04	11.3	1.56	3.49	0	85.9	0	0	0.6	4.1	0	0.03	0.008
1983-04-29	0.02	0.012	0.1	0.17	11.6	1.57	3.57	0	84.5	0	0	0.5	4.1	0	0.028	0.008
1983-04-30	0.019	0.012	2.4	2.34	11.4	1.54	3.52	0	85.2	0.1	0	0.6	4.1	0	0.027	0.008
1983-05-01	0.019	0.013	0.1	0.13	10.4	1.43	3.28	0	83.9	0	0	0.5	4.1	0	0.027	0.008
1983-05-02	0.019	0.012	0	0.01	10.4	1.41	3.28	0	82.5	0	0	0.5	4.1	0	0.027	0.008
1983-05-03	0.018	0.013	0	0.01	12.6	1.61	3.81	0	80.9	0	0	0.5	4.1	0	0.026	0.008
1983-05-04	0.018	0.013	0.9	0.95	14.2	1.75	4.2	0	80.1	0	0	0.5	4	0	0.025	0.008
1983-05-05	0.018	0.013	0.2	0.16	15.6	1.86	4.55	0	78.4	0	0	0.5	4	0	0.024	0.008
1983-05-06	0.017	0.013	0	-0.01	16.3	1.89	4.73	0	76.5	0	0	0.4	4	0	0.023	0.008
1983-05-07	0.017	0.013	0	0.05	17.3	1.95	4.99	0	74.6	0	0	0.4	4	0	0.022	0.008
1983-05-08	0.016	0.013	0	-0.03	17	1.87	4.92	0	72.7	0	0	0.4	4	0	0.021	0.008
1983-05-09	0.016	0.013	0	-0.02	16.5	1.78	4.8	0	70.9	0	0	0.4	3.9	0	0.02	0.008
1983-05-10	0.015	0.013	0	-0.03	15.8	1.67	4.62	0	69.2	0	0	0.4	3.9	0	0.019	0.007
1983-05-11	0.015	0.013	0	0.1	12.2	1.3	3.68	0	68	0	0	0.3	3.9	0	0.018	0.007
1983-05-12	0.015	0.013	0	-0.02	13.4	1.38	3.99	0	66.6	0	0	0.3	3.8	0	0.017	0.007
1983-05-13	0.014	0.013	0.9	0.89	13.7	1.39	4.07	0	66.1	0	0	0.3	3.8	0	0.016	0.007
1983-05-14	0.014	0.013	0.5	0.52	13.1	1.32	3.91	0	65.3	0	0	0.3	3.8	0	0.016	0.007
1983-05-15	0.014	0.013	0.5	0.47	10.6	1.07	3.23	0	64.7	0	0	0.3	3.8	0	0.015	0.007
1983-05-16	0.014	0.013	3.1	3.03	10	1.03	3.06	0	66.7	0	0	0.3	3.8	0	0.015	0.007
1983-05-17	0.013	0.013	0.5	0.42	10.9	1.12	3.29	0	66	0	0	0.3	3.8	0	0.015	0.007
1983-05-18	0.013	0.013	0	0.02	13.3	1.32	3.93	0	64.7	0	0	0.3	3.7	0	0.015	0.007
1983-05-19	0.013	0.013	0	-0.01	14.4	1.39	4.22	0	63.3	0	0	0.3	3.7	0	0.015	0.007
1983-05-20	0.013	0.013	0	-0.02	13.6	1.28	3.98	0	62	0	0	0.3	3.7	0	0.014	0.007
1983-05-21	0.013	0.012	1.2	1.2	9.6	0.9	2.82	0	62.3	0	0	0.3	3.7	0	0.013	0.007
1983-05-22	0.012	0.011	0	0.1	10.9	1	3.16	0	61.4	0	0	0.3	3.6	0	0.013	0.007
1983-05-23	0.012	0.012	0	-0.04	12.9	1.16	3.72	0	60.2	0	0	0.2	3.6	0	0.013	0.007
1983-05-24	0.012	0.012	0	0.01	13.8	1.21	3.96	0	59	0	0	0.2	3.6	0	0.012	0.007
1983-05-25	0.012	0.011	0	-0.01	15.1	1.29	4.32	0	57.7	0	0	0.2	3.5	0	0.011	0.007
1983-05-26	0.011	0.011	0	-0.06	17.2	1.44	4.94	0	56.2	0	0	0.2	3.5	0	0.011	0.007
1983-05-27	0.011	0.011	0	-0.03	18	1.47	5.16	0	54.7	0	0	0.2	3.5	0	0.01	0.007
1983-05-28	0.011	0.011	0	0.04	18.1	1.44	5.18	0	53.3	0	0	0.2	3.4	0	0.01	0.007
1983-05-29	0.011	0.011	0	0.03	18.5	1.43	5.29	0	51.9	0	0	0.2	3.4	0	0.009	0.007
1983-05-30	0.01	0.011	0	-0.01	18.5	1.39	5.28	0	50.5	0	0	0.2	3.4	0	0.009	0.007
1983-05-31	0.01	0.011	0.1	0.04	18.5	1.34	5.26	0	49.2	0	0	0.2	3.3	0	0.008	0.006
1983-06-01	0.01	0.011	0	-0.02	16.9	1.18	4.73	0	48	0	0	0.2	3.3	0	0.008	0.006
1983-06-02	0.01	0.011	0	-0.02	18.6	1.28	5.26	0	46.7	0	0	0.2	3.3	0	0.008	0.006
1983-06-03	0.009	0.011	0	0.04	21.3	1.44	6.12	0	45.3	0	0	0.2	3.2	0	0.007	0.006
1983-06-04	0.009	0.011	0	0	24	1.6	6.99	0	43.7	0	0	0.1	3.2	0	0.007	0.006
1983-06-05	0.009	0.011	0	-0.03	23.1	1.47	6.69	0	42.2	0	0	0.1	3.1	0	0.007	0.006
1983-06-06	0.009	0.011	0	0.02	24.5	1.52	7.15	0	40.7	0	0	0.1	3.1	0	0.006	0.006
1983-06-07	0.009	0.011	0	-0.03	24.6	1.47	7.18	0	39.2	0	0	0.1	3.1	0	0.006	0.006
1983-06-08	0.008	0.011	0.1	0.11	24.5	1.41	7.14	0	37.9	0	0	0.1	3	0	0.006	0.006
1983-06-09	0.008	0.01	0.1	0.01	25.3	1.41	7.4	0	36.5	0	0	0.1	3	0	0.006	0.006
1983-06-10	0.008	0.01	0.4	0.4	27.4	1.5	8.12	0	35.4	0	0	0.1	2.9	0	0.005	0.006
1983-06-11	0.008	0.01	0	0.05	27.4	1.45	8.12	0	34	0	0	0.1	2.9	0	0.005	0.006
1983-06-12	0.008	0.01	0	-0.04	27	1.36	7.98	0	32.6	0	0	0.1	2.8	0	0.005	0.006
1983-06-13	0.007	0.01	0	0.04	24.2	1.14	6.97	0	31.5	0	0	0.1	2.8	0	0.005	0.005
1983-06-14	0.007	0.009	0	-0.01	24	1.09	6.88	0	30.4	0	0	0.1	2.7	0	0.004	0.005
1983-06-15	0.007	0.01	0	-0.03	24.4	1.07	7.01	0	29.3	0	0	0.1	2.7	0	0.004	0.005
1983-06-16	0.007	0.012	0	-0.02	25.4	1.08	7.35	0	28.2	0	0	0.1	2.6	0	0.004	0.005
1983-06-17	0.007	0.012	0	0.04	25.5	1.04	7.37	0	27.2	0	0	0.1	2.6	0	0.004	0.005
1983-06-18	0.007	0.012	0.1	0.17	22.9	0.87	6.41	0	26.5	0	0	0.1	2.5	0	0.004	0.005
1983-06-19	0.006	0.012	0.3	0.26	21	0.76	5.69	0	26	0	0	0.1	2.5	0	0.004	0.005
1983-06-20	0.006	0.012	1.6	1.59	19.5	0.69	5.12	0	26.9	0	0	0.1	2.5	0	0.003	0.005
1983-06-21	0.006	0.012	2.3	2.38	20.6	0.78	5.51	0	28.5	0	0	0.1	2.5	0	0.003	0.005
1983-06-22	0.006	0.011	7.3	7.27	20.2	0.87	5.34	0	34.9	0	0	0.1	2.5	0	0.003	0.005
1983-06-23	0.006	0.012	4.7	4.66	19.5	0.96	5.06	0	38.6	0	0	0.1	2.5	0	0.004	0.005
1983-06-24	0.006	0.012	0.2	0.13	19.9	1.03	5.18	0	37.7	0	0	0.1	2.4	0	0.004	0.005
1983-06-25	0.006	0.012	0	0.08	21.1	1.08	5.61	0	36.7	0	0	0.1	2.4	0	0.004	0.005
1983-06-26	0.006	0.012	0	-0.1	21.9	1.1	5.89	0	35.5	0	0	0.1	2.4	0	0.004	0.005
1983-06-27	0.006	0.011	0.5	0.57	21.9	1.07	5.87	0	35	0	0	0.1	2.3	0	0.004	0.005
1983-06-28	0.006	0.011	0.1	-0.04	22.2	1.06	5.96	0	33.9	0	0	0.1	2.3	0	0.004	0.004
1983-06-29	0.006	0.011	0	0.01	23.5	1.11	6.42	0	32.8	0	0	0.1	2.3	0	0.004	0.004
1983-06-30	0.006	0.011	0.1	0.15	24.7	1.15	6.86	0	31.8	0	0	0.1	2.2	0	0.003	0.004
1983-07-01	0.006	0.011	0	-0.09	24.8	1.11	6.88	0	30.6	0	0	0.1	2.2	0	0.003	0.004
1983-07-02	0.006	0.011	0.5	0.52	25.5	1.12	7.12	0	30	0	0	0.1	2.1	0	0.003	0.004
1983-07-03	0.005	0.011	0.1	0.08	23.7	0.98	6.42	0	29.1	0	0	0.1	2.1	0	0.003	0.004
1983-07-04	0.005	0.011	0	0.09	22.6	0.89	5.99	0	28.3	0	0	0.1	2.1	0	0.003	0.004
1983-07-05	0.005	0.011	0.1	0.02	23.7	0.92	6.38	0	27.4	0	0	0.1	2	0	0.003	0.004
